,0
14084,SHMT2
14085,MOB2
14086,HHIPL1
14087,ATP6AP2
14088,ZAR1
14089,CYB5D1
14090,BACE2
14091,UBE2E2
14092,SYNM
14093,KCNA4
14094,GABRG3
14095,C22orf26
14096,NLRP10
14097,FIGN
14098,IZUMO1
14099,TMIGD1
14100,B4GALNT4
14101,AP1S2
14102,C8orf33
14103,DCAF4L1
14104,LINC00085
14105,ZSCAN22
14106,nan
14107,KCNJ14
14108,FBXL6
14109,C1S
14110,GLTPD2
14111,nan
14112,LIPF
14113,DAOA
14114,ZNF804B
14115,C17orf77
14116,KBTBD3
14117,YBEY
14118,CLN8
14119,nan
14120,PLCXD1
14121,NXPH4
14122,CACNB4
14123,IFNL1
14124,DNM1P46
14125,TRAPPC6B
14126,PGBD4
14127,NPLOC4
14128,OTOL1
14129,TEX19
14130,TSHZ2
14131,CAPN12
14132,EXOC7
14133,XKRX
14134,BGN
14135,ORAI1
14136,CEP97
14137,LHFPL1
14138,FES
14139,GLRX5
14140,FAM104B
14141,TBPL2
14142,CAV3
14143,MXRA7
14144,LIMK2
14145,MFSD5
14146,RNASE10
14147,ADI1
14148,SPNS3
14149,CLEC4G
14150,HIST1H3I
14151,NXPH3
14152,CSF1R
14153,ACTL10
14154,EPGN
14155,LINC00334
14156,KRTAP11-1
14157,C2orf82
14158,HS3ST4
14159,TRAK1
14160,HIST1H2AJ
14161,TSPAN10
14162,OR2V2
14163,PLCB1
14164,SKA2
14165,RXFP3
14166,OR10G7
14167,NDN
14168,CCDC172
14169,NTM
14170,TTC3
14171,KCNB2
14172,PPP1R27
14173,BRICD5
14174,GALR2
14175,RESP18
14176,IGIP
14177,TSKU
14178,ANXA2
14179,RGS6
14180,SLC35D3
14181,PAQR7
14182,PAPPA
14183,MAFA
14184,GRID1
14185,CCDC87
14186,GSTA5
14187,C1orf116
14188,TMEM198B
14189,CRIP2
14190,DDX28
14191,KRTAP13-2
14192,ACBD3
14193,C16orf72
14194,PLCXD3
14195,GPIHBP1
14196,VMO1
14197,OR4F15
14198,ALG12
14199,LCK
14200,GALNT9
14201,COL18A1
14202,RBM10
14203,GPR97
14204,GLUD2
14205,TMEM95
14206,TCHHL1
14207,RPL35A
14208,RGS7
14209,SLC25A18
14210,LENG9
14211,C21orf90
14212,TCEAL7
14213,C11orf54
14214,CEP63
14215,WFDC10B
14216,SRPR
14217,OTOP3
14218,EWSR1
14219,ODF3L1
14220,HMGN4
14221,SPATA13
14222,GJC1
14223,SOX1
14224,CNOT10
14225,MTA1
14226,CADM1
14227,ZNF320
14228,C12orf60
14229,PYCR1
14230,LSMD1
14231,SPNS2
14232,C19orf59
14233,AP2A2
14234,SLC8A1
14235,OR1G1
14236,SLC25A21
14237,OTOP2
14238,CYLC1
14239,PCP4
14240,ABAT
14241,SLC25A10
14242,CAMK1D
14243,LYSMD4
14244,WBP2NL
14245,IGSF5
14246,NKX2-5
14247,AFMID
14248,GAS6
14249,NEB
14250,BEGAIN
14251,GPC6
14252,LYPD4
14253,ARHGEF37
14254,FAM43B
14255,CSMD1
14256,CALHM3
14257,OR2T11
14258,PTGDR2
14259,CEP57L1
14260,DSCR6
14261,GPR19
14262,GJD3
14263,RABIF
14264,TMEM119
14265,FANCF
14266,CALN1
14267,C22orf32
14268,GABRR3
14269,C2CD4C
14270,CHST6
14271,POTEC
14272,RUVBL2
14273,GDPGP1
14274,CTNNA3
14275,WT1-AS
14276,C21orf67
14277,PTTG1IP
14278,DDX41
14279,ABHD16B
14280,CCDC60
14281,DAZAP2
14282,CCBE1
14283,nan
14284,FAM9A
14285,CECR6
14286,ZNF623
14287,OR52L1
14288,EPHA10
14289,SPDYE4
14290,CCDC125
14291,C15orf60
14292,BCOR
14293,JRKL
14294,C10orf107
14295,GBP6
14296,KIAA2026
14297,OVCH2
14298,SYNDIG1L
14299,FHL3
14300,OR56A4
14301,PMCH
14302,TMEM89
14303,C19orf71
14304,CCDC159
14305,RIPK4
14306,LRIT3
14307,SF3A3
14308,TFDP3
14309,TRIM61
14310,GRIN2A
14311,PRHOXNB
14312,SSTR3
14313,ASB7
14314,SH2D7
14315,TREX2
14316,GPR132
14317,MX2
14318,EP400
14319,MEX3B
14320,FAM46C
14321,COA5
14322,UTP11L
14323,PSMG1
14324,PRR14L
14325,COL18A1-AS1
14326,ACSM5
14327,C10orf120
14328,FOLR4
14329,BPIFA4P
14330,SERHL2
14331,PCBP3
14332,SETD3
14333,TNFAIP8L3
14334,ZNRF3
14335,FBXL7
14336,TANGO2
14337,SFXN4
14338,GKN2
14339,FAM167B
14340,MRPL54
14341,ZNF438
14342,C3orf37
14343,CCR3
14344,CXorf64
14345,RP1L1
14346,KRTAP8-1
14347,C15orf32
14348,C11orf88
14349,ZNF530
14350,NDUFB1
14351,MARCH11
14352,KLHL25
14353,FAM19A1
14354,TRMT12
14355,GUSBP1
14356,PSG9
14357,GPR1
14358,LINC00518
14359,ALYREF
14360,FAM101B
14361,EFHC2
14362,NOG
14363,MRGPRX2
14364,UPP1
14365,OPCML
14366,TRIM52
14367,LHFP
14368,CMTM4
14369,TMEM50A
14370,NPBWR1
14371,FIGLA
14372,ASCL2
14373,TBK1
14374,CBX6
14375,MACC1
14376,ACSM2A
14377,nan
14378,TBL3
14379,nan
14380,KREMEN1
14381,TRAIP
14382,CHEK2
14383,FOXL2
14384,AIFM3
14385,KCTD16
14386,ZNF703
14387,SLC35F3
14388,KCTD8
14389,C9orf66
14390,EMILIN3
14391,OLFML1
14392,FAM162B
14393,RBM12B
14394,CCR4
14395,LIN9
14396,BTBD9
14397,ANKRD45
14398,MAATS1
14399,PNMA3
14400,GPR39
14401,FAM3B
14402,KIRREL
14403,IQGAP3
14404,CNGA2
14405,TOB2
14406,SCN5A
14407,ARSI
14408,UTY
14409,C1orf64
14410,TTC32
14411,LRRC55
14412,DNAH2
14413,HTR7P1
14414,PRKX
14415,SETD8
14416,KCNH8
14417,NPW
14418,COA3
14419,NPB
14420,ST6GALNAC3
14421,PTP4A2
14422,ACTG1
14423,TMPRSS2
14424,DENND5A
14425,OR2T10
14426,DSCR4
14427,KRTAP20-2
14428,VPS33B
14429,TBX1
14430,ADAP2
14431,UQCR10
14432,FAM120C
14433,TRIML1
14434,CLDN5
14435,NIPSNAP1
14436,OR4F6
14437,CNTN2
14438,SPRR4
14439,LRTOMT
14440,OR10J5
14441,KCNQ3
14442,ADRA2C
14443,NR2C2AP
14444,FAM132A
14445,CRELD2
14446,OR1D2
14447,SCFD2
14448,KCNJ12
14449,GPR173
14450,PPP1R2
14451,TSPYL2
14452,PGP
14453,C22orf46
14454,SNRNP35
14455,DGAT2L6
14456,IRAK1
14457,CMSS1
14458,OLIG1
14459,PCDH9
14460,OAF
14461,ALDH1A3
14462,CDR1
14463,KCNK12
14464,HIST2H2AB
14465,POU6F1
14466,LINC00315
14467,DEFB108B
14468,TM2D3
14469,TSSC4
14470,TACSTD2
14471,CLECL1
14472,SIX6
14473,PRKD1
14474,CCSER1
14475,ZDHHC23
14476,MROH7
14477,S100A7A
14478,SRPK3
14479,GDF3
14480,IQCF2
14481,SLIT3
14482,HIST1H2AK
14483,EFNA5
14484,MRGPRE
14485,KRTAP19-1
14486,HIST1H1B
14487,SPATA32
14488,PKP3
14489,MAP7D2
14490,CSF1
14491,COLEC10
14492,ACTRT3
14493,PLA2G6
14494,MAML2
14495,PABPC1L2B
14496,A3GALT2P
14497,OR4N5
14498,SS18L1
14499,KCND2
14500,TOP1MT
14501,COPB2
14502,LRRC19
14503,THAP7
14504,KNTC1
14505,CCR10
14506,NCMAP
14507,BPIFC
14508,WDR27
14509,TXNRD2
14510,C1QTNF8
14511,OR56A3
14512,FOXO4
14513,POU3F2
14514,PTP4A3
14515,FOXD4L1
14516,TMEM255B
14517,PROS1
14518,GAST
14519,C15orf55
14520,HDDC3
14521,BEX5
14522,ZFP1
14523,CEND1
14524,DHRS7C
14525,DUSP8
14526,SOCS3
14527,SLITRK6
14528,PIWIL3
14529,LPAR5
14530,XPOT
14531,TMEM173
14532,PDE4B
14533,FAM19A3
14534,C14orf180
14535,SNN
14536,KCNH7
14537,NELL2
14538,MED12
14539,ZNF93
14540,SEPT9
14541,PRSS55
14542,ODF4
14543,CDCA2
14544,RALYL
14545,GSTT1
14546,AMER1
14547,ZBTB40
14548,HIST2H2BE
14549,CLDN6
14550,OR51M1
14551,SEPT5
14552,EIF4ENIF1
14553,RNLS
14554,KRTAP6-1
14555,APOBR
14556,FAM110C
14557,DDX53
14558,ATL3
14559,NDUFA12
14560,nan
14561,SMIM10
14562,TCTE3
14563,UBE2G2
14564,SATL1
14565,C21orf88
14566,TUSC5
14567,PRR23B
14568,HIST1H2AH
14569,ZBTB7C
14570,APOO
14571,PRR16
14572,TMED9
14573,DRD1
14574,LINC00308
14575,TMEM186
14576,SDR42E1
14577,RBM33
14578,ARMCX2
14579,PIGW
14580,BTBD6
14581,SRY
14582,H1FX
14583,RBM43
14584,SUMO3
14585,IMMP2L
14586,TCEAL2
14587,CLCNKB
14588,JAG2
14589,FMNL1
14590,PTRHD1
14591,LCN12
14592,OR6A2
14593,WT1
14594,FAM227A
14595,MUC6
14596,NOC4L
14597,NDUFA6
14598,CHRM5
14599,SORCS2
14600,TMEM121
14601,TMEM106A
14602,SIVA1
14603,TTTY13
14604,BRI3BP
14605,SLC22A10
14606,DGAT1
14607,RFX6
14608,ROBO2
14609,AP3M1
14610,F8
14611,CA13
14612,UBOX5
14613,MAFF
14614,BRF1
14615,LRRC14B
14616,SEMA4B
14617,CIB1
14618,ANKS1B
14619,NELFA
14620,SLC24A3
14621,SGCZ
14622,C5orf47
14623,GTF2H5
14624,KRT76
14625,FLRT2
14626,INTS5
14627,FAM169B
14628,RPS27L
14629,MANEAL
14630,ADSSL1
14631,ANO9
14632,FAF1
14633,FAM43A
14634,HSF1
14635,C6orf120
14636,PURA
14637,HIST1H2BL
14638,INPP5J
14639,NPY2R
14640,MIXL1
14641,MFSD6L
14642,DDX51
14643,LINC00482
14644,ZNF479
14645,LINC00313
14646,SIGIRR
14647,NRBP2
14648,PRSS57
14649,IFITM2
14650,TNFAIP2
14651,ZNF445
14652,PGBD2
14653,WBP5
14654,MC2R
14655,RAB11B
14656,PRMT3
14657,GP1BA
14658,PRPF39
14659,MAGEA11
14660,PPIL6
14661,ZNF74
14662,KIAA0825
14663,UBALD2
14664,TEX33
14665,CDNF
14666,NOTUM
14667,KLHL33
14668,RBM11
14669,WBSCR17
14670,ZBTB37
14671,NUPR1L
14672,IL3RA
14673,SPPL2C
14674,CCDC137
14675,SFTPA2
14676,ARL15
14677,C12orf56
14678,SCN10A
14679,CDK10
14680,TMEM105
14681,SOCS1
14682,GAS2L1
14683,ATP6V0A2
14684,PARK2
14685,C14orf80
14686,HS6ST3
14687,HGS
14688,TNFAIP8L1
14689,RAD51D
14690,OR7A17
14691,MAPK11
14692,SP140L
14693,TARSL2
14694,SMYD3
14695,METTL7A
14696,LINC00158
14697,IFNLR1
14698,SH3BGR
14699,FAM174B
14700,FAM47A
14701,KPNA7
14702,TMEM179B
14703,GPRIN3
14704,KRT6B
14705,PARPBP
14706,STAC3
14707,ROR1
14708,MUC1
14709,C17orf70
14710,IRF7
14711,L3MBTL1
14712,BRCC3
14713,SV2B
14714,FAM131C
14715,C11orf35
14716,C1orf227
14717,PDE6G
14718,PRKG1
14719,NR2F2
14720,DLK1
14721,LSAMP
14722,AHNAK2
14723,OLFML2A
14724,SP1
14725,SPATA8
14726,MRPL40
14727,DBX2
14728,FAM212A
14729,PDIA2
14730,PCGF3
14731,LMLN
14732,P4HB
14733,PSMD13
14734,PBX1
14735,NDUFA4L2
14736,SHC4
14737,KRT79
14738,ZFP36L1
14739,UBE2L3
14740,NTF3
14741,BRWD1
14742,PMEL
14743,SYN3
14744,POU3F1
14745,SNAI3
14746,ZBTB3
14747,LYG2
14748,MORN5
14749,EP400NL
14750,PRAME
14751,C6orf201
14752,MYBL1
14753,DRG1
14754,ANKFY1
14755,YTHDF3
14756,ZNF696
14757,ADARB2
14758,NRG3
14759,SRL
14760,C11orf87
14761,IFIT1
14762,CXorf38
14763,KCNQ5
14764,ADAMTSL5
14765,KCNIP4
14766,MORF4L1
14767,NLRP9
14768,WDR53
14769,DMWD
14770,SLC52A2
14771,PIGP
14772,IKZF1
14773,PCYT2
14774,NAT8L
14775,OR6C76
14776,NPAP1
14777,BCAP31
14778,GNB1L
14779,DNAH14
14780,C1orf110
14781,EVI2B
14782,ZNF829
14783,TMPRSS11B
14784,THNSL1
14785,TRIM69
14786,PRSS38
14787,LAMP1
14788,nan
14789,LINC00839
14790,C16orf54
14791,KLHDC8B
14792,KLHL34
14793,SETD4
14794,PTCH1
14795,RTN4RL1
14796,OR4C46
14797,CALHM1
14798,KRTAP5-5
14799,NKAIN3
14800,RNPC3
14801,ZNF267
14802,IRS2
14803,C7orf61
14804,FAM186A
14805,SHOX
14806,LCE3A
14807,BICD2
14808,LCE3E
14809,CCIN
14810,TMLHE
14811,GRK1
14812,DEFB128
14813,SLITRK2
14814,SDHAP3
14815,RASA3
14816,LRCH3
14817,LEMD1
14818,ATP4B
14819,NDUFA13
14820,ZNF566
14821,nan
14822,ZNF529
14823,ZNF284
14824,HTR3E
14825,DLEU7
14826,KRT73
14827,TAL2
14828,AIDA
14829,C15orf41
14830,CD300LF
14831,ZPBP2
14832,KRT5
14833,PION
14834,HTR3D
14835,AGBL4
14836,CYP2R1
14837,ANKRD46
14838,PIP5K1C
14839,OR5D14
14840,CYP4F2
14841,OR5L1
14842,TEX38
14843,OR5D18
14844,ZBTB6
14845,C2orf76
14846,TAS2R42
14847,POLR3C
14848,C2orf53
14849,DEFB131
14850,UBL4B
14851,WWOX
14852,CYP4Z1
14853,CIDECP
14854,nan
14855,CCDC84
14856,BCL9L
14857,POLR1D
14858,KIF18B
14859,ZNRF1
14860,FFAR4
14861,BPIFB3
14862,BPIFB4
14863,SAPCD2
14864,EDARADD
14865,SLC51B
14866,CYP4F12
14867,MARC1
14868,LCE5A
14869,SOWAHB
14870,BLOC1S4
14871,LCE1E
14872,ZNF749
14873,KLHL32
14874,MKL2
14875,BTLA
14876,ZNF17
14877,KDM4D
14878,TOR3A
14879,PABPC1L2A
14880,GABRA5
14881,PPP1CC
14882,ZNF555
14883,OR10T2
14884,NAP1L3
14885,PRELID2
14886,BACE1
14887,RGS9BP
14888,SLC36A3
14889,SLC36A2
14890,THBS2
14891,RXRA
14892,ANKRD37
14893,NUDT17
14894,ZNF75D
14895,CYP4X1
14896,KRT26
14897,KRT10
14898,OR10X1
14899,CD300E
14900,CCDC30
14901,NKRF
14902,GLDN
14903,FCAR
14904,KPNA4
14905,TRDN
14906,OR6P1
14907,KRT3
14908,ZNF501
14909,ZNF197
14910,SPATA12
14911,TMPRSS12
14912,FAM228A
14913,DEFB132
14914,NAP1L2
14915,RPS23
14916,GNG2
14917,BTN3A2
14918,AKAP14
14919,PCLO
14920,KLK12
14921,RGS7BP
14922,INSIG1
14923,MYT1L
14924,C5orf38
14925,ZNF396
14926,TMEM222
14927,OR9Q1
14928,CLCNKA
14929,OR9Q2
14930,ARHGAP30
14931,SEPT10
14932,CYP4F8
14933,CYP4F3
14934,XKR5
14935,SMYD4
14936,FOXD2
14937,GPATCH8
14938,CEACAM19
14939,NF2
14940,C6orf1
14941,SPATC1
14942,UBE2H
14943,MIR22HG
14944,HPDL
14945,KATNA1
14946,FSD2
14947,ARAP1
14948,KIF24
14949,PDE2A
14950,LRRC16B
14951,C17orf58
14952,BCDIN3D
14953,MAGEE2
14954,CYP27C1
14955,LYRM7
14956,CCDC42B
14957,CCDC73
14958,BCR
14959,OR10H1
14960,MPPED1
14961,FSCN2
14962,FOXI2
14963,SPIN4
14964,ZNF732
14965,SPATA31D3
14966,FOXE3
14967,HYAL3
14968,KCNK18
14969,IFNA10
14970,CXCR3
14971,ZNF397
14972,ZSCAN30
14973,TPCN1
14974,LILRB4
14975,TNFRSF4
14976,HEXIM1
14977,nan
14978,LINC00846
14979,LCE1A
14980,KRT14
14981,TRABD2A
14982,KRTAP17-1
14983,PDZD7
14984,POFUT2
14985,MAPT
14986,ERCC6L
14987,OR13F1
14988,TMEM17
14989,TNFRSF18
14990,FGF3
14991,C1QL4
14992,RTN4RL2
14993,ZDHHC17
14994,SERPINA11
14995,P2RY4
14996,ZNF395
14997,ZACN
14998,KRTAP22-1
14999,KRTAP19-6
15000,KRTAP6-2
15001,OR13C8
15002,PPARA
15003,TMEM232
15004,KRTAP19-2
15005,KRTAP19-4
15006,KRTAP15-1
15007,KRTAP13-4
15008,FAM183A
15009,EFCAB6
15010,KRTAP19-5
15011,KRTAP23-1
15012,KANK3
15013,EMID1
15014,ACTL7A
15015,PKD1L3
15016,RHD
15017,LINC00207
15018,C17orf82
15019,ESPN
15020,PNLIPRP1
15021,KRTAP21-2
15022,SAMD7
15023,TMPRSS6
15024,CYP4A11
15025,TMEM216
15026,RPS19BP1
15027,TMPRSS11A
15028,C3orf70
15029,TEAD1
15030,PLCD1
15031,CCK
15032,ENTPD5
15033,MITF
15034,HEATR4
15035,NAP1L1
15036,LILRA5
15037,CMC1
15038,LYPD6
15039,AKR1C1
15040,VSTM2B
15041,FOXD3
15042,SPATA21
15043,MRPS21
15044,RNF220
15045,ANGPTL5
15046,KIAA1598
15047,H1FNT
15048,LCE4A
15049,BAGE2
15050,LCE2A
15051,nan
15052,ZNF546
15053,TSPYL4
15054,GCNT1
15055,LCE2D
15056,nan
15057,SESTD1
15058,LCE3B
15059,FNBP1
15060,DYNC2H1
15061,KRT12
15062,BCAM
15063,RSBN1L
15064,NPSR1
15065,WDR86
15066,EPOR
15067,FAM9C
15068,CIDEC
15069,DCC
15070,TAF9B
15071,PCDHB13
15072,MAGI2
15073,LUZP2
15074,LHFPL3
15075,CHP1
15076,RDM1
15077,FPR3
15078,HIST1H1T
15079,SERPINA13P
15080,KCNJ11
15081,CDHR4
15082,COL4A1
15083,PLEKHG7
15084,GJA4
15085,PTMA
15086,HSPA14
15087,ATP13A5
15088,SIRT7
15089,C4orf40
15090,IFT140
15091,AGMO
15092,SBK2
15093,CYP26C1
15094,TLR5
15095,USP7
15096,NANOS3
15097,NHLRC1
15098,PLEKHN1
15099,ZNF385C
15100,TMEM247
15101,MAGEH1
15102,TET3
15103,ISG15
15104,EXD3
15105,OR5W2
15106,TMEM8C
15107,C17orf97
15108,ZKSCAN4
15109,SAMD11
15110,C1orf170
15111,VMAC
15112,C5orf52
15113,HAPLN4
15114,WHAMMP3
15115,ERC2
15116,B3GALTL
15117,SPRY4
15118,ERAS
15119,TRPV2
15120,AMTN
15121,C2orf88
15122,TMEM203
15123,KBTBD12
15124,THSD4
15125,DNAJB13
15126,GABRD
15127,TCEA1
15128,FANCA
15129,SECISBP2
15130,OR52B6
15131,C9orf153
15132,ADH1A
15133,SEMA4D
15134,KRTAP10-8
15135,LIN28B
15136,FAM69C
15137,MCRS1
15138,TMEM72
15139,FANCM
15140,ZNF70
15141,CARD9
15142,PEAR1
15143,ZFP69B
15144,TMEM202
15145,SOWAHD
15146,ZFP69
15147,HELT
15148,ZCCHC16
15149,TMEM220
15150,C2orf78
15151,HIST1H1C
15152,EIF4EBP1
15153,P2RX2
15154,ASCL4
15155,OR6C75
15156,TTC24
15157,PALM3
15158,GFRAL
15159,C1orf168
15160,SHISA7
15161,DMBT1
15162,CLEC17A
15163,OR51I2
15164,LDLRAD2
15165,C2orf66
15166,OVCH1
15167,PMS2CL
15168,CYHR1
15169,COL14A1
15170,DNER
15171,CPSF4L
15172,KLHL17
15173,ZCCHC13
15174,PLA2G2C
15175,ANKRD19P
15176,ZSCAN23
15177,HIST1H2BG
15178,RINL
15179,C17orf99
15180,OR7D2
15181,TPRG1
15182,nan
15183,C1orf204
15184,MORN2
15185,CXXC11
15186,UBQLN2
15187,RILPL1
15188,CTSL3P
15189,ZNF490
15190,CLCN1
15191,NWD1
15192,ARL4C
15193,TREML4
15194,RAB42
15195,WNT7B
15196,OR51F1
15197,C11orf95
15198,SCGB1C1
15199,PLA2G4E
15200,MESP2
15201,EYS
15202,OR2AG2
15203,MAPK12
15204,COL4A5
15205,AGRN
15206,NHS
15207,FAM166A
15208,ZNF626
15209,HEPACAM2
15210,SMTNL2
15211,ZC3H6
15212,LAMTOR4
15213,PRKAR1B
15214,HNRNPU-AS1
15215,nan
15216,ZNF793
15217,TUBB4B
15218,AGAP4
15219,COMMD6
15220,PLA2G2A
15221,IL17REL
15222,AGPHD1
15223,OR7A5
15224,C15orf62
15225,RUFY4
15226,ZNF383
15227,HES4
15228,IGFL1
15229,ZNF669
15230,C19orf35
15231,LRRIQ4
15232,CENPP
15233,PLSCR1
15234,C3orf62
15235,SBK1
15236,OR6C6
15237,BSPH1
15238,SLC38A3
15239,OR6N2
15240,GTF2F2
15241,FAM92A1
15242,FOCAD
15243,PRR19
15244,ZP3
15245,C10orf99
15246,H3F3C
15247,IFNA2
15248,nan
15249,JAKMIP3
15250,PDCD1
15251,CLEC2A
15252,TCTEX1D4
15253,SELL
15254,CHM
15255,NANOS2
15256,CERKL
15257,SLC24A5
15258,IER5L
15259,H2AFX
15260,INSC
15261,SERPINA5
15262,C19orf54
15263,LCTL
15264,NCCRP1
15265,KRTDAP
15266,C22orf34
15267,COL25A1
15268,FAM83G
15269,C9orf171
15270,nan
15271,SRSF10
15272,DUSP28
15273,C15orf52
15274,NBR1
15275,OR2G6
15276,RALGAPA2
15277,NDOR1
15278,NKAIN2
15279,KRTAP1-1
15280,PAQR9
15281,C12orf55
15282,NANOS1
15283,HMX3
15284,IGFL3
15285,ZNF177
15286,LDOC1L
15287,DPYD
15288,S100A16
15289,PTAR1
15290,RNASE9
15291,FAM154B
15292,LINC00319
15293,HILS1
15294,RHCE
15295,C2orf80
15296,IDO2
15297,PARVB
15298,TEKT4P2
15299,nan
15300,UROS
15301,nan
15302,nan
15303,KRTAP24-1
15304,ZDHHC9
15305,QRFP
15306,DUPD1
15307,SMIM15
15308,OSTN
15309,VWC2
15310,FAM221A
15311,TMEM120B
15312,NOXA1
15313,TBC1D3P2
15314,TMEM198
15315,BCL2L15
15316,FZD9
15317,SPRED3
15318,OPTC
15319,C11orf34
15320,ADRB3
15321,SKOR1
15322,CATSPER4
15323,PRELP
15324,PLA2G2E
15325,ZNF548
15326,MTF1
15327,TMCO2
15328,SHISA6
15329,TMEM201
15330,NHLRC3
15331,HMX2
15332,SNTN
15333,ZDHHC11
15334,FAM26F
15335,CNR2
15336,SLX4
15337,GLRA4
15338,ENTPD8
15339,RPL14
15340,BEND4
15341,FAM78B
15342,ZNF563
15343,TMC3
15344,POTEA
15345,FBF1
15346,KLRG2
15347,ASTL
15348,GPR179
15349,MSL1
15350,LRRK2
15351,BSX
15352,GJB3
15353,FAM196A
15354,TRMT2B
15355,PTPLAD2
15356,C1orf192
15357,NYX
15358,FAM120AOS
15359,UTS2D
15360,C9orf152
15361,NOC2L
15362,MSANTD1
15363,AADACL3
15364,NELFB
15365,HIST1H4D
15366,LIPI
15367,LRRC66
15368,ZNF292
15369,KCTD21
15370,SBSN
15371,ADAT2
15372,MAGEB16
15373,VHLL
15374,DUSP21
15375,ZNF567
15376,NDUFA4
15377,ALKBH2
15378,RNFT1
15379,RNF222
15380,RELN
15381,FAM111B
15382,APOD
15383,H1F0
15384,LITAF
15385,VSTM1
15386,TMEM120A
15387,ARID2
15388,SF3B3
15389,PRSS48
15390,IL1RAPL2
15391,BLOC1S3
15392,SP6
15393,ANKRD34B
15394,PLAC9
15395,FAM47B
15396,NKAPL
15397,FSCB
15398,CLDN4
15399,ZNF573
15400,HN1
15401,ZNF527
15402,ZAR1L
15403,KRTAP10-12
15404,S100A13
15405,ZNF33A
15406,OR14I1
15407,KRT77
15408,PCDH18
15409,ZNF600
15410,BTBD8
15411,MAOA
15412,C15orf61
15413,NUGGC
15414,nan
15415,TSPYL1
15416,SPANXN3
15417,PNRC2
15418,C22orf43
15419,GJB5
15420,FHIT
15421,FAM150B
15422,ZKSCAN3
15423,FOXR2
15424,RRP7A
15425,LIN54
15426,nan
15427,FAM180A
15428,C6orf222
15429,SPANXN4
15430,S100A14
15431,KAZN
15432,FAM179A
15433,TMEM194B
15434,ALG1L
15435,GSPT2
15436,C8orf76
15437,CXCL17
15438,OTUD6A
15439,HMGB1
15440,SH2D5
15441,nan
15442,ZFP92
15443,NCR1
15444,RASSF10
15445,GJB4
15446,OR2L13
15447,BLOC1S2
15448,SYCP2
15449,IL1RAP
15450,PTPRT
15451,MYBPC1
15452,PAX5
15453,OR6M1
15454,SPOCK3
15455,ZNF676
15456,ZNF699
15457,TDRD7
15458,C16orf93
15459,OR8A1
15460,KIAA0895L
15461,HLA-DRB1
15462,VN1R2
15463,MYT1
15464,SERPINA3
15465,AKR1C3
15466,SPATS2L
15467,ZNF250
15468,WDSUB1
15469,ZNF79
15470,S100A4
15471,PLEKHG4
15472,KRTAP4-3
15473,FAT4
15474,C8orf86
15475,C11orf92
15476,KIF19
15477,OR6K2
15478,ZNF681
15479,HIST1H4A
15480,ACADSB
15481,STK40
15482,OR10J1
15483,TMEM63A
15484,CTSE
15485,SEMA4A
15486,HRCT1
15487,MPHOSPH8
15488,GREB1
15489,SIRPB2
15490,ZNF766
15491,RYR1
15492,SRGAP3
15493,KRTAP5-3
15494,HIST1H2BB
15495,FAM217B
15496,SULT1C3
15497,TUBB
15498,LCOR
15499,SUPT5H
15500,XPNPEP3
15501,OR2T2
15502,OR2C3
15503,ZNF107
15504,OR10S1
15505,SFTA2
15506,PPIA
15507,ZNF471
15508,OR10J3
15509,ZNF493
15510,GRM7
15511,SUPT3H
15512,NIF3L1
15513,ATP2A1
15514,IARS
15515,ZBTB44
15516,AKR1CL1
15517,GIMAP5
15518,HIST1H2BO
15519,STK31
15520,NLGN3
15521,OR8D1
15522,ADH7
15523,ZKSCAN7
15524,CD55
15525,CPNE4
15526,ZNF565
15527,NTNG2
15528,ELAVL3
15529,WDR5
15530,LONP1
15531,C9orf163
15532,TRRAP
15533,NUDT11
15534,ASB13
15535,HIST1H2BM
15536,SLC35F1
15537,ZNF34
15538,ZNF781
15539,ZNF140
15540,INCA1
15541,ZNF774
15542,PTPN1
15543,EVL
15544,SPANXD
15545,THEM5
15546,NOXO1
15547,EPHB4
15548,PRTN3
15549,ZNF765
15550,ZNF124
15551,S100A5
15552,LINC00176
15553,PPP1R26
15554,TSC22D2
15555,CRYBA4
15556,ASMT
15557,ZNF569
15558,ARMCX4
15559,YRDC
15560,ZNF777
15561,PIK3R4
15562,ZNF775
15563,TRAPPC2
15564,RFX8
15565,MYL6B
15566,FGF16
15567,SIAH1
15568,GK2
15569,C20orf96
15570,ESRRG
15571,NCOR2
15572,ARL9
15573,PRPF40A
15574,GDAP2
15575,TCEAL3
15576,ANAPC7
15577,TPK1
15578,SLC6A9
15579,AFAP1
15580,NACA
15581,HIST1H3C
15582,C1orf186
15583,MYO18A
15584,SPTSSB
15585,C17orf59
15586,MAN2A2
15587,MME
15588,CACNA1H
15589,LINC00610
15590,SULF2
15591,HBG2
15592,PFN3
15593,PLXNB2
15594,OR5AC2
15595,AJAP1
15596,XRCC2
15597,MYO6
15598,MKL1
15599,HDAC2
15600,ZNF782
15601,SLC22A25
15602,ZNF846
15603,MMP1
15604,ADH1B
15605,UGT2B15
15606,TCF4
15607,WNK3
15608,ACN9
15609,HRH1
15610,RABL6
15611,ZNF136
15612,ZKSCAN5
15613,ZNF502
15614,TRAPPC4
15615,TTC30B
15616,SLC30A10
15617,TECPR2
15618,TLR7
15619,ZFP62
15620,ERI2
15621,TOMM7
15622,HSH2D
15623,ZNF33B
15624,ZNF512B
15625,AMZ2
15626,ZNF431
