DRUG_ID,DRUG_NAME,DRUG_SYNONYMS,DrugBank_ID,PubChem_ID,MESH_ID,KEGG_ID,TTD_ID
BADD_D02067,Starch,"Starch | Keoflo | Cornstarch | Amylomaize Starch | Starch, Amylomaize | Amylum",DB11599,24836924,D013213,D06507,Not Available
BADD_D02068,Stavudine,"Stavudine | D4T | 2',3'-Didehydro-3'-deoxythymidine | 2',3' Didehydro 3' deoxythymidine | 2',3'-Didehydro-2',3'-dideoxythmidine | Zerit | BMY-27857 | BMY 27857 | BMY27857 | Stavudine, Monosodium Salt",DB00649,18283,D018119,D00445,D0Z8EX
BADD_D02069,Stiripentol,stiripentol | Diacomit | D-306,DB09118,5311454,C021092,D05928,D02XSA
BADD_D02070,Streptokinase,Streptokinase | Streptase | Streptodecase | Kabikinase | Awelysin | Celiase | Distreptase | Kabivitrum | Avelizin,DB00086,9815560,D013300,D06879,D04URO
BADD_D02071,Streptomycin,Streptomycin | Streptomycine Panpharma | Streptomycin Grünenthal | Estreptomicina CEPA | Strepto-Hefa | Strepto Hefa | Estreptomicina Clariana | Estreptomicina Normon | Strepto-Fatol | Strepto Fatol | Streptomycin Sulfate | Streptomycin Sulfate (2:3) Salt | Streptomycin Sulphate,DB01082,19649,D013307,D08531,D0N0EQ
BADD_D02072,Streptomycin sulfate,Streptomycin | Streptomycine Panpharma | Streptomycin Grünenthal | Estreptomicina CEPA | Strepto-Hefa | Strepto Hefa | Estreptomicina Clariana | Estreptomicina Normon | Strepto-Fatol | Strepto Fatol | Streptomycin Sulfate | Streptomycin Sulfate (2:3) Salt | Streptomycin Sulphate,DB01082,19648,D013307,D01350,D0N0EQ
BADD_D02073,Streptozocin,Streptozocin | Streptozotocine | 2-Deoxy-2-((methylnitrosoamino)carbonyl)amino-D-glucose | Streptozotocin | Zanosar,DB00428,29327,D013311,D05932,D0I8RR
BADD_D02074,Strontium cation,Strontium,Not Available,104798,D013324,D02006,Not Available
BADD_D02075,Strontium chloride sr-89,"strontium chloride | strontium chloride hexahydrate | strontium chloride, disodium salt | strontium chloride, 85Sr-labeled | strontium chloride Sr 85 | strontium chloride, 89Sr-labeled | strontium chloride Sr 89 | strontium-89 chloride | strontium chloride, 90Sr-labeled | Metastron | strontium chloride monohydrate",DB09498,5388879,C025700,D02006,D0R6HN
BADD_D02076,Strontium ranelate,strontium ranelate | protelos | S12911-5 | S12911-0 | S12911-2 | 3-(3-cyano-4-carboxymethyl-5-carboxy-2-thienyl)-3-azapentanedioic distrontium salt | S 12911 | S12911 | S-12911,DB09267,6918182,C081587,D08468,D0X7KZ
BADD_D02077,Styrenesulfonic acid,styrenesulfonic acid polymer | P-styrenesulfonic acid homopolymer | tolevamer | poly(4-styrenesulfonic acid) | poly(P-styrenesulfonic acid) | P-styrenesulfonic acid polymer | poly(sodium-4-styrenesulfonate) | poly(sodium-4-styrene sulfonate) | polysodium 4-styrenesulfonate | GT160-246,DB01344,168625,C077114,Not Available,D03RLP
BADD_D02078,Succimer,"Succimer | DMSA | meso-Dimercaptosuccinic Acid | Acid, meso-Dimercaptosuccinic | meso Dimercaptosuccinic Acid | Butanedioic Acid, 2,3-Dimercapto-, (R*,S*)-Isomer | Succicaptal | Succimer Antimony Sodium Salt, (R*,S*)-Isomer | Succimer, (R*,R*)-(+,-)-Isomer | Succimer, Dipotassium Salt | Dipotassium Salt Succimer | 2,3-Dimercaptosuccinic Acid | 2,3 Dimercaptosuccinic Acid | Acid, 2,3-Dimercaptosuccinic | Dimercaptosuccinic Acid | Acid, Dimercaptosuccinic | Succimer, Monosodium Salt | Monosodium Salt Succimer | Succimer, Rhenium Salt | Rhenium Salt Succimer | Chemet | Succimer, Tin Salt | Tin Salt Succimer | Tin Dimercaptosuccinate | Dimercaptosuccinate, Tin | Ro-1-7977 | Ro 1 7977 | Ro17977 | Succimer, Disodium Salt | Disodium Salt Succimer",DB00566,2724354,D004113,D00572,D01GYK
BADD_D02079,Succinylcholine,"Succinylcholine | Succinyldicholine | Suxamethonium | Dicholine Succinate | Succinate, Dicholine | Quelicin | Succinylcholine Dichloride | Dichloride, Succinylcholine | Succinylcholine Dichloride, Di-H2O | Succinylcholine Dichloride, Di H2O | Succinylcholine Diiodide | Diiodide, Succinylcholine | Myorelaxin | Succinylcholine Diperchlorate | Diperchlorate, Succinylcholine | Succinylcholine Iodide | Suxamethonium Bromide | Bromide, Suxamethonium | Suxamethonium Chloride | Listenon | Succinylcholine Chloride | Anectine | Celocurine | Ditilin | Lysthenon | Succicuran | Succinylcholine Dibromide | Dibromide, Succinylcholine",DB00202,5314,D013390,C07546,D0Q7ZQ
BADD_D02080,Succinylcholine chloride,"Succinylcholine | Succinyldicholine | Suxamethonium | Dicholine Succinate | Succinate, Dicholine | Quelicin | Succinylcholine Dichloride | Dichloride, Succinylcholine | Succinylcholine Dichloride, Di-H2O | Succinylcholine Dichloride, Di H2O | Succinylcholine Diiodide | Diiodide, Succinylcholine | Myorelaxin | Succinylcholine Diperchlorate | Diperchlorate, Succinylcholine | Succinylcholine Iodide | Suxamethonium Bromide | Bromide, Suxamethonium | Suxamethonium Chloride | Listenon | Succinylcholine Chloride | Anectine | Celocurine | Ditilin | Lysthenon | Succicuran | Succinylcholine Dibromide | Dibromide, Succinylcholine",DB00202,22475,D013390,D00766,D0Q7ZQ
BADD_D02081,Sucralfate,"Sucralfate | Aluminum Sucrose Sulfate | Sulfate, Aluminum Sucrose | Basic Aluminum Sucrose Sulfate | Ulsanic | Ulcerban | Ulcogant | Antepsin | Carafate",DB00364,121494085,D013392,C07314,D06ULU
BADD_D02082,Sufentanil,"Sufentanil | Sulfentanyl | Sulfentanil | Sufenta | Sufentanil-Ratiopharm | Sufentanil Ratiopharm | SufentanilRatiopharm | Sufentanil Curasan | Curasan, Sufentanil | Sufentanil-Hameln | Sufentanil Hameln | SufentanilHameln | R-30730 | R 30730 | R30730 | Sufentanil Citrate | Citrate, Sufentanil",DB00708,41693,D017409,D05938,D0D8DD
BADD_D02083,Sufentanil citrate,"Sufentanil | Sulfentanyl | Sulfentanil | Sufenta | Sufentanil-Ratiopharm | Sufentanil Ratiopharm | SufentanilRatiopharm | Sufentanil Curasan | Curasan, Sufentanil | Sufentanil-Hameln | Sufentanil Hameln | SufentanilHameln | R-30730 | R 30730 | R30730 | Sufentanil Citrate | Citrate, Sufentanil",DB00708,65494,D017409,D00845,D0D8DD
BADD_D02084,Sugammadex,Sugammadex | Org 25969 | Sugammadex Sodium | 6-Perdeoxy-6-per(2-carboxyethyl)thio-gamma-cyclodextrin sodium salt | Bridion,DB06206,6918585,D000077122,D05940,D08RID
BADD_D02085,Sugammadex sodium,Sugammadex | Org 25969 | Sugammadex Sodium | 6-Perdeoxy-6-per(2-carboxyethyl)thio-gamma-cyclodextrin sodium salt | Bridion,DB06206,6918584,D000077122,D05940,Not Available
BADD_D02086,Sulconazole,"sulconazole | 1-(beta-(4''-chlorobenzylthio)-2'4'-dichlorophenethyl)imidazole | sulconazole nitrate | Exelderm | Myk | sulconazole mononitrate | sulconazole, mononitrate, (+-)-isomer",DB06820,5318,C033308,D08535,D0X8XA
BADD_D02087,Sulconazole nitrate,"sulconazole | 1-(beta-(4''-chlorobenzylthio)-2'4'-dichlorophenethyl)imidazole | sulconazole nitrate | Exelderm | Myk | sulconazole mononitrate | sulconazole, mononitrate, (+-)-isomer",DB06820,65495,C033308,D00886,D0X8XA
BADD_D02088,Sulfacetamide,"Sulfacetamide | Acetylsulfanilamide | Sulphacetamide | Sodium Sulamyd | Sulamyd, Sodium | Colircusi Sulfacetamida | Sulfacetamida, Colircusi | Sulfacetamide Sodium | Sulfacetamide, Monosodium Salt, Anhydrous | Sulfacil | Sulfacyl | Sulfair | Acetopt | AK-Sulf | AK Sulf | Albucid | Antébor | Sulf-10 | Sulf 10 | Bleph | Ceta Sulfa | Cetamide | Coliriocilina Sulfacetam | Sulfacetam, Coliriocilina | Isopto Cetamide | Sulfacetamide Monosodium Salt | Belph-10 | Belph 10",DB00634,5320,D013409,D05947,D0M4VM
BADD_D02089,Sulfacetamide sodium,"Sulfacetamide | Acetylsulfanilamide | Sulphacetamide | Sodium Sulamyd | Sulamyd, Sodium | Colircusi Sulfacetamida | Sulfacetamida, Colircusi | Sulfacetamide Sodium | Sulfacetamide, Monosodium Salt, Anhydrous | Sulfacil | Sulfacyl | Sulfair | Acetopt | AK-Sulf | AK Sulf | Albucid | Antébor | Sulf-10 | Sulf 10 | Bleph | Ceta Sulfa | Cetamide | Coliriocilina Sulfacetam | Sulfacetam, Coliriocilina | Isopto Cetamide | Sulfacetamide Monosodium Salt | Belph-10 | Belph 10",DB00634,4022878,D013409,D00871,D0M4VM
BADD_D02090,Sulfadiazine,"Sulfadiazine | Sulphadiazine | Zinc Sulfadiazine | Sulfadiazine, Zinc | Sulfazin | Sulfazine",DB00359,5215,D013411,D00587,D05LKP
BADD_D02091,Sulfamethoxazole,Sulfamethoxazole | Sulphamethoxazole | Sulfamethylisoxazole | Sulfisomezole | Gantanol,DB01015,5329,D013420,D00447,D0R9OH
BADD_D02092,Sulfanilamide,Sulfanilamide | 4-aminobenzenesulfonamide | 4 aminobenzenesulfonamide | Sulphanilamide | Sulfanilamide Silver Salt | Sulfanilamide Lithium Salt | Azol Polvo | Sulfanilamide Strontium Salt | Sulfanilamide Zinc Salt | Sulfanilamide Cadmium Salt | Sulfanilamide Hydrochloride | Sulfanilamide Sodium Salt | Sulfanilamide Sodium | Sulfanilamide Magnesium Salt | Sulfanilamide Monohydrate | Sulfanilamide Barium Salt,DB00259,5333,D000077145,D08543,D0L4JT
BADD_D02093,Sulfasalazine,Sulfasalazine | Salicylazosulfapyridine | Sulphasalazine | Salazosulfapyridine | Pyralin EN | Azulfadine | Azulfidine EN | Azulfidine | Asulfidine | Colo-Pleon | Colo Pleon | Pleon | Ulcol | Sulfasalazin medac | Sulfasalazin-Heyl | Sulfasalazin Heyl | Sulfasalazine FNA | Ucine | Salazopyrin | ratio-Sulfasalazine | ratio Sulfasalazine,DB00795,5339,D012460,D00448,D02ZTJ
BADD_D02094,Sulfinpyrazone,Sulfinpyrazone | Sulphinpyrazone | Sulfoxyphenylpyrazolidin | Nu-Sulfinpyrazone | Nu Sulfinpyrazone | Anturane | Anturan | Apo-Sulfinpyrazone | Apo Sulfinpyrazone,DB01138,5342,D013442,D00449,D03DEI
BADD_D02095,Sulfur colloid,"Technetium Tc 99m Sulfur Colloid | Tc-99m Sulfur Colloid | Colloid, Tc-99m Sulfur | Technetium Sulfur Colloid | Colloid, Technetium Sulfur | Tc 99m Sulfur Colloid | Lymphoszint",DB09397,76957057,D013671,D06048,Not Available
BADD_D02096,Sulfur hexafluoride,"Sulfur Hexafluoride | Hexafluoride, Sulfur",DB11104,17358,D013459,D05962,D0K0MI
BADD_D02097,Sulindac,Sulindac | Apo-Sulin | Apo Sulin | Arthrobid | Clinoril | Arthrocine | Klinoril | Sulindal | Chibret | Kenalin | MK-231 | MK 231 | MK231 | Novo-Sundac | Novo Sundac | Nu-Sulindac | Nu Sulindac | Aclin | Copal,DB00605,1548887,D013467,D00120,D0Z5IU
BADD_D02098,Sumatriptan,"Sumatriptan | 3-(2-(Dimethylamino)ethyl)-N-methyl-1H-indole-5-methanesulfonamide | Sumatriptan Succinate | Succinate, Sumatriptan | GR-43175 | GR 43175 | GR43175 | Imigran",DB00669,5358,D018170,D00451,D0Z6UC
BADD_D02099,Sumatriptan succinate,"Sumatriptan | 3-(2-(Dimethylamino)ethyl)-N-methyl-1H-indole-5-methanesulfonamide | Sumatriptan Succinate | Succinate, Sumatriptan | GR-43175 | GR 43175 | GR43175 | Imigran",DB00669,59772,D018170,D00676,D0Z6UC
BADD_D02100,Sunitinib,"Sunitinib | 5-(5-Fluoro-2-oxo-1,2-dihydroindolylidenemethyl)-2,4-dimethyl-1H-pyrrole-3-carboxylic acid (2-diethylaminoethyl)amide | Sunitinib Malate | Sutent | SU 11248 | SU011248 | SU 011248 | SU-011248 | SU11248 | SU-11248",DB01268,5329102,D000077210,D08552,D0R0MW
BADD_D02101,Sunitinib malate,"Sunitinib | 5-(5-Fluoro-2-oxo-1,2-dihydroindolylidenemethyl)-2,4-dimethyl-1H-pyrrole-3-carboxylic acid (2-diethylaminoethyl)amide | Sunitinib Malate | Sutent | SU 11248 | SU011248 | SU 011248 | SU-011248 | SU11248 | SU-11248",DB01268,6456015,D000077210,D06402,D0R0MW
BADD_D02102,Suprofen,Suprofen | TN-762 | TN 762 | TN762 | R-25061 | R 25061 | R25061,DB00870,5359,D013496,D00452,D07BPS
BADD_D02103,Suvorexant,"suvorexant | (4-(5-chloro-1,3-benzoxazol-2-yl)-7-methyl-1,4-diazepan-1-yl)(5-methyl-2-(2H-1,2,3-triazol-2-yl)phenyl)methanone | methanone, ((7R)-4-(5-chloro-2-benzoxazolyl)hexahydro-7-methyl-1H-1,4-diazepin-1-yl)(5-methyl-2-(2H-1,2,3-triazol-2-yl)phenyl)- | MK 4305 | MK4305 | MK-4305 | Belsomra",DB09034,24965990,C551624,D10082,D00OVU
BADD_D02104,Tacrine hydrochloride,"Tacrine | 9-Amino-1,2,3,4-Tetrahydroacridine | 1,2,3,4-Tetrahydro-9-acridinamine | Tetrahydroaminoacridine | 1,2,3,4-Tetrahydroaminoacridine | Romotal | Tenakrin | THA | Cognex | Tacrine Hydrochloride",DB00382,2723754,D013619,D02068,D0E6YQ
BADD_D02105,Tacrolimus,"Tacrolimus | Prograf | Prograft | FR-900506 | FR 900506 | FR900506 | Anhydrous Tacrolimus | Tacrolimus, Anhydrous | Tacrolimus Anhydrous | Anhydrous, Tacrolimus | FK-506 | FK 506 | FK506",DB00864,445643,D016559,D00107,D06OMK
BADD_D02106,Tadalafil,"Tadalafil | Pyrazino(1',2':1,6)pyrido(3,4-b)indole-1,4-dione, 6-(1,3- benzodioxol-5-yl)-2,3,6,7,12,12a-hexahydro-2-methyl-, (6R,12aR)- | IC351 | IC-351 | IC 351 | Cialis",DB00820,110635,D000068581,D02008,D05MQK
BADD_D02107,Tafamidis,tafamidis | Vyndamax | Vyndaqel | FX 1006A | FX1006A | FX-1006A | tafamidis meglumine,DB11644,11001318,C547076,D09673,D04DFR
BADD_D02108,Tafluprost,"tafluprost | 1-methylethyl (5Z)-7-((1R,2R, 3R,5S)-2-((1E)-3,3-difluoro-4-phenoxy -1-butenyl)-3,5-dihydroxycyclopentyl)-5-heptenoate | AFP-168",DB08819,9868491,C485333,D06274,D04LCQ
BADD_D02109,Talc,Talc | Talcum Powder,DB09511,16211421,D013627,D01084,Not Available
BADD_D02110,Taliglucerase alfa,taliglucerase alfa | elelyso,DB08876,Not Available,C582473,D09675,D0G6HA
BADD_D02111,Tamoxifen,"Tamoxifen | ICI-47699 | ICI 47699 | ICI47699 | Nolvadex | Novaldex | Tamoxifen Citrate | Citrate, Tamoxifen | Tomaxithen | Zitazonium | ICI-46474 | ICI 46474 | ICI46474 | ICI-46,474 | ICI 46,474 | ICI46,474 | Soltamox",DB00675,2733526,D013629,D08559,D07KSG
BADD_D02112,Tamoxifen citrate,"Tamoxifen | ICI-47699 | ICI 47699 | ICI47699 | Nolvadex | Novaldex | Tamoxifen Citrate | Citrate, Tamoxifen | Tomaxithen | Zitazonium | ICI-46474 | ICI 46474 | ICI46474 | ICI-46,474 | ICI 46,474 | ICI46,474 | Soltamox",DB00675,2733525,D013629,D00966,D07KSG
BADD_D02113,Tamsulosin,Tamsulosin | LY 253352 | LY-253352 | Tamsulosin Hydrochloride | 5-(2-((2-(2-Ethoxyphenoxy)ethyl)amino)propyl)-2-methoxybenzenesulfonamide | Flomax | YM 617 | YM-617,DB00706,60147,D000077409,D08560,D05MBZ
BADD_D02114,Tamsulosin hydrochloride,Tamsulosin | LY 253352 | LY-253352 | Tamsulosin Hydrochloride | 5-(2-((2-(2-Ethoxyphenoxy)ethyl)amino)propyl)-2-methoxybenzenesulfonamide | Flomax | YM 617 | YM-617,DB00706,5362376,D000077409,D01024,D05MBZ
BADD_D02115,Tapentadol,"Tapentadol | 3-((1R,2R)-3-(dimethylamino)-1-ethyl-2-methylpropyl)phenol | Nucynta | Tapentadol Hydrochloride",DB06204,9838022,D000077432,D06007,D0K4MH
BADD_D02116,Tapentadol hydrochloride,"Tapentadol | 3-((1R,2R)-3-(dimethylamino)-1-ethyl-2-methylpropyl)phenol | Nucynta | Tapentadol Hydrochloride",DB06204,9838021,D000077432,D10199,D0K4MH
BADD_D02117,Tarazosin,Not Available,DB01162,Not Available,Not Available,Not Available,Not Available
BADD_D02118,Tasimelteon,"tasimelteon | N-((2-(2,3-dihydro-4-benzofuranyl)cyclopropyl)methyl)propanamide | BMS 214778 | BMS214778 | BMS-214778",DB09071,10220503,C478745,D09388,D0Q5MQ
BADD_D02119,Tavaborole,"tavaborole | 5-fluoro-1,3-dihydro-1-hydroxy-2,1-benzoxaborole | AN 2690 | AN2690 | AN-2690 | Kerydin",DB09041,11499245,C512998,D10169,D05VGL
BADD_D02120,Tazarotene,"tazarotene | ethyl 6-(2-(4,4-dimethylthiochroman-6-yl)ethynyl)nicotinate | Tazorac | AGN 190168 | AGN-190168",DB00799,5381,C086827,D01132,D0BM5G
BADD_D02121,Technelite,Not Available,DB09314,104976,Not Available,D05189,Not Available
BADD_D02122,Technescan tc-99m mertiatide,"Technetium Tc 99m Mertiatide | 99mTc-Mercaptoacetyltriglycine | 99mTc Mercaptoacetyltriglycine | Technetium 99m Mercaptoacetylglycyl-glycyl-glycine | 99m Mercaptoacetylglycyl-glycyl-glycine, Technetium | Mercaptoacetylglycyl-glycyl-glycine, Technetium 99m | Technetium 99m Mercaptoacetylglycyl glycyl glycine | Technetium-99m-Mercaptoacetyltriglycine | Technetium 99m Mercaptoacetyltriglycine | Tc 99m Mertiatide | 99m Mertiatide, Tc | Mertiatide, Tc 99m | Technetium-99m-MAG3 | Technetium 99m MAG3 | 99mTc-MAG3 | 99mTc MAG3 | Technetium-99m-Mercaptoacetylglycylglycylglycine | Technetium 99m Mercaptoacetylglycylglycylglycine | TechneScan MAG3 | MAG3, TechneScan",Not Available,Not Available,D017263,D06039,Not Available
BADD_D02123,Technetium,"Technetium | Technetium 99m | 99m, Technetium",DB14227,23957,D013667,D01060,Not Available
BADD_D02124,Technetium tc-99m,"Technetium | Technetium 99m | 99m, Technetium",DB14227,26476,D013667,D01060,Not Available
BADD_D02125,Technetium tc-99m albumin aggregated,"Technetium Tc 99m Aggregated Albumin | Tc-99m-HAM | Tc 99m HAM | 99m-Tc-HSA | Tc-HAMM | Tc HAMM | Tc 99m-Albumin Colloid | Colloid, Tc 99m-Albumin | Tc 99m Albumin Colloid | Technetium-99m Albumin Colloid | Albumin Colloid, Technetium-99m | Colloid, Technetium-99m Albumin | Technetium 99m Albumin Colloid | 99mTc-HSA | Tc-99m-MAA | Tc 99m MAA | Tc 99m-Albumin | Tc 99m Albumin | Tc99m-Albumin | Tc99m Albumin | 99mTc-Albures | 99mTc Albures | 99mTcAlbures | 99mTc-Human Serum Albumin | 99mTc Human Serum Albumin | Albumin, 99mTc-Human Serum | Serum Albumin, 99mTc-Human | Tc-99m-Microalbumin | Tc 99m Microalbumin",DB09447,Not Available,D013668,Not Available,D0M2WF
BADD_D02126,Technetium tc-99m exametazime,Technetium Tc 99m Exametazime | Tc-99m-Exametazime | Tc 99m Exametazime | 99m-Tc-HMPAO | 99mTc-HMPAO | Technetium Tc 99m Hexamethylpropylene-amine Oxime | Technetium Tc 99m Hexamethylpropylene amine Oxime | Tc-99m-Hexamethylpropyleneamine Oxime | Tc 99m Hexamethylpropyleneamine Oxime | Technetium Tc 99m Hexamethylpropyleneamine Oxime | Tc-99m HMPAO | Ceretec,DB09163,129626367,D019690,D02284,Not Available
BADD_D02127,Technetium tc-99m fanolesomab,techneticum TC-99M fanolesomab | 99Tc-fanolesomab | TC99M RB5 IGM | 99mTc-fanolesomab | RB5 IGM | RB-5 IGM | techneticum (99MTC) fanolesomab | techneticum TC 99M fanolesomab | 99mTc-labeled anti-CD15 MAb | TC-99M RB5 IGM | LeuTech | monoclonal antibody anti-SSEA-1 | anti-SSEA-1 MAb | Neutrospec,DB14211,Not Available,C414128,Not Available,D07WLI
BADD_D02128,Technetium tc-99m mebrofenin,"technetium Tc 99m mebrofenin | Tc-99m-BTM-IDA | Tc-99m-N-(2,4,6-trimethylbromoacetanilide)iminodiacetate | Tc-99m-SQ 26,962 | Tc-99m-TBIDA | Tc-99m-trimethyl-BrIDA | Tc-99m-trimethylbromo-IDA | Tc-99m-trimethylbromoimino-diacetic acid | Tc-99m-trimethylbromoiminodiacetate | Tc-TMB-IDA | technetium Tc 99m 3-bromo-2,4,6-trimethyliminodiacetic acid | technetium Tc 99m-trimethylbromo-IDA | 99mTc mebrofenin | Tc-99m-3-bromo-2,4,6-trimethyl-IDA | Tc-99m-3-bromo-2,4,6-trimethyliminodiacetic acid | Tc-99m-Br-IDA | Tc-99m-BrIDA | Choletec | Tc-Choletec | Bridatec",DB09137,11431716,C034837,D06037,D02AUI
BADD_D02129,Technetium tc-99m medronate,"Technetium Tc 99m Medronate | Tc-99 Medronate | Medronate, Tc-99 | Tc 99 Medronate | Technetium Methylene Diphosphonate | Diphosphonate, Technetium Methylene | Methylene Diphosphonate, Technetium | Technetium Tc 99m Methylenediphosphonate | 99mTc-Methylene Diphosphonate | 99mTc Methylene Diphosphonate | Diphosphonate, 99mTc-Methylene | 99mTc-MDP | Tc-99m MDP | Tc-99m Methylene Diphosphonate | Diphosphonate, Tc-99m Methylene | Methylene Diphosphonate, Tc-99m | Tc 99m Methylene Diphosphonate",DB09138,9838324,D013669,D02029,D0B4KH
BADD_D02130,Technetium tc-99m oxidronate,technetium Tc 99m hydroxymethylene diphosphonate | Tc-99m-oxidronate | Tc-99m-HMDP | Tc-99m hydroxymethylene diphosphonate | Tc-99m-HDP | technetium osteoscan-HDP | technetium salt (hydroxymethylene)bis(phosphonic acid) | technetium HMDP | Osteoscan,DB09139,123801,C024226,Not Available,Not Available
BADD_D02131,Technetium tc-99m pyrophosphate,"Technetium Tc 99m Pyrophosphate | Tc-PYP | Tc PYP | Tc 99m-Pyrophosphate | Tc 99m Pyrophosphate | 99mTc-Pyrophosphate | 99mTc Pyrophosphate | Diphosphoric Acid, Technetium Salt | Technetium Tc 99m Pyrophosphate, Tc(3+) Salt (3:4) | Technetium Tc 99m Pyrophosphate, Tc(4+) Salt (1:1)",DB09165,6452753,D016698,D06045,Not Available
BADD_D02132,Technetium tc-99m sestamibi,Technetium Tc 99m Sestamibi | Tc-99m-Methoxy-2-isobutylisonitrile | Tc 99m Methoxy 2 isobutylisonitrile | Technetium-99m-Hexamibi | Technetium 99m Hexamibi | Tc MIBI | 99mTc-Hexamibi | 99mTc Hexamibi | 99mTc-Sestamibi | 99mTc Sestamibi | Technetium Tc 99m 2-Methoxy-2-methylpropylisonitrile | Technetium Tc 99m 2 Methoxy 2 methylpropylisonitrile | Technetium-99m-Sestamibi | Technetium 99m Sestamibi | Cardiolite | Technetium Tc 99m Sestamibi Chloride,DB09161,5384,D017256,D01060,D0J1TU
BADD_D02133,Technetium tc-99m sodium pertechnetate,"Sodium Pertechnetate Tc 99m | Technetium Tc 99m Pertechnetate | 99mTcO4 | Technetium-99mTc-pertechnetate | Technetium 99mTc pertechnetate | Tc 99m-Pertechnetate | 99m-Pertechnetate, Tc | Tc 99m Pertechnetate | Technetium Tc 99m O(4) | 99Tc-Pertechnetate | 99Tc Pertechnetate | 99TcmO4 | Pertechnetate | Technetium Pertechnetate | Pertechnetate, Technetium | Pertechnetate Sodium | Sodium, Pertechnetate",DB09314,23689036,D013670,D05189,D0BP4Y
BADD_D02134,Technetium tc-99m tilmanocept,technetium 99m Cy7 tilmanocept | 99mTc-Cy7 tilmanocept,DB09266,Not Available,C576536,Not Available,Not Available
BADD_D02135,Tedizolid,tedizolid | 3-(3-fluoro-4-(6-(2-methyl-2H-tetrazol-5-yl)pyridin-3-yl)phenyl)-5-(hydroxymethyl)oxazolidin-2-one | torezolid | 3-(3-fluoro-4-(6-(2-methyl-2H-tetrazol-5-yl)pyridin-3-yl)phenyl)-5-hydroxymethyloxazolidin-2-one | TR 700 | TR-700,DB14569,11234049,C546016,D09685,D08KBK
BADD_D02136,Tedizolid phosphate,tedizolid phosphate | torezolid phosphate | TR 701 | TR-701 | DA 7218 | DA7218 | DA-7218 | Sivextro,DB09042,11476460,C515040,D09686,D0DI6L
BADD_D02137,Teduglutide,teduglutide | Gly(2)-GLP-2 | (Gly2)GLP-2,DB08900,16139605,C494910,D06053,D00RCI
BADD_D02138,Teduglutide recombinant,teduglutide | Gly(2)-GLP-2 | (Gly2)GLP-2,DB08900,70683012,C494910,D06053,D00RCI
BADD_D02139,Tegaserod maleate,tegaserod | tegaserod maleate | 5-methoxyindol-3-carboxaldehyde amino(pentylamino)methylenehydrazone hydrogen maleate | Zelnorm | Zelmac | SDZ HTF 919 | HTF 919 | SDZ HTF-919,DB01079,135413539,C105050,D02730,D00XWD
BADD_D02140,Tegaserode,tegaserod | tegaserod maleate | 5-methoxyindol-3-carboxaldehyde amino(pentylamino)methylenehydrazone hydrogen maleate | Zelnorm | Zelmac | SDZ HTF 919 | HTF 919 | SDZ HTF-919,DB01079,Not Available,C105050,D06056,D00XWD
BADD_D02141,Teichomycin,Teicoplanin | Teichomycin | Teichomycin A2 | Targocid,DB06149,16129701,D017334,D02142,D0K6MW
BADD_D02142,Telaprevir,telaprevir | incivek | VX 950 | VX950 cpd | VX-950,DB05521,3010818,C486464,D09012,D0X9CH
BADD_D02143,Telavancin,telavancin | TD 6424 | TD6424 | TD-6424 | Vibativ | telavancin hydrochloride,DB06402,3081362,C487637,D06057,D0B9JO
BADD_D02144,Telavancin hydrochloride,telavancin | TD 6424 | TD6424 | TD-6424 | Vibativ | telavancin hydrochloride,DB06402,9812715,C487637,D06057,D02IJB
BADD_D02145,Telbivudine,"Telbivudine | 1-(2-Deoxy-beta-L-erythropentafuranosyl)-5-methyl-2,4(1H,3H)-pyrimidinedione | beta-L-2'-Deoxythymidine | beta L 2' Deoxythymidine | Telbivudin | Tyzeka",DB01265,159269,D000077712,D06675,D0CL9S
BADD_D02146,Telithromycin,telithromycin | Ketek | RU 66647 | RU-66647 | HMR 3647 | HMR3647 | HMR-3647,DB00976,3002190,C106791,D01078,D09HNR
BADD_D02147,Telmisartan,"Telmisartan | 4'-((1,4'-Dimethyl-2'-propyl(2,6'-bi-1H-benzimidazol)-1'-yl)methyl)-(1,1'-biphenyl)-2-carboxylic acid | Pritor | BIBR 277 | BIBR-277 | Micardis",DB00966,65999,D000077333,D00627,D0N6RF
BADD_D02148,Temazepam,"Temazepam | Hydroxydiazepam | Oxydiazepam | 3-Hydroxydiazepam | 3 Hydroxydiazepam | Methyloxazepam | Planum | PMS-Temazepam | PMS Temazepam | Pronervon T | Remestan | Restoril | Ro-5-5345 | Ro 5 5345 | Ro55345 | SaH 47-603 | SaH 47 603 | SaH 47603 | Signopam | Temaze | Temazep Von Ct | Von Ct, Temazep | Tenox | WY-3917 | WY 3917 | WY3917 | Apo-Temazepam | Apo Temazepam | Dasuen | Euhypnos | Gen-Temazepam | Gen Temazepam | Levanxol | Norkotral Tema | Tema, Norkotral | Normison | Temtabs | Nocturne | Normitab | Nortem | Novo-Temazepam | Novo Temazepam | Nu-Temazepam | Nu Temazepam",DB00231,5391,D013693,D00370,D04BNP
